Value Date,HY Excess Return,IG Excess Return
2008-10-01,3.6191536066718405e+19,-8311868.635466641
2008-11-01,-619651.2478323897,0.012039587188407759
2008-12-01,1.6460084062796927,23.126204644994342
2009-01-01,211027737922201.97,24289512.91846703
2009-02-01,-0.004927859457103953,-0.010007851658131976
2009-03-01,-0.051834712819325,0.0085483841533694
2009-04-01,152887791182674.47,347550408.18305206
2009-05-01,306935257523.4035,37331755.997299336
2009-06-01,2248568301566.891,1657546668.951897
2009-07-01,-3.7611922875086026,26776.052889738625
2009-08-01,419705.07327786594,27.59744654920461
2009-09-01,253181966.87693185,137.2981764917641
2009-10-01,40.81655633740348,2.2905950539460544
2009-11-01,0.5579438983996512,0.053932285480316845
2009-12-01,60957216636.13861,193679.17270674385
2010-01-01,220.3632269372387,0.36383853090634766
2010-02-01,-0.010000275327278351,-0.00999800189063496
2010-03-01,10270719729.396322,2087.545658166056
2010-04-01,412289.1709487302,19.88209308366928
2010-05-01,-8073.226856348575,-0.009999320188368238
2010-06-01,-0.010000016291047829,-0.009919374981837542
2010-07-01,2839434.6770414603,296.3283257385028
2010-08-01,-0.009999999999127082,-0.008657201788582567
2010-09-01,143441715.25889787,229.71332215268137
2010-10-01,139470.28769273448,1.9246319050087448
2010-11-01,2.1138000059975766,0.4426700039870666
2010-12-01,9750542254.994213,627.3996279376922
2011-01-01,189719.8686557014,3.4783242497680478
2011-02-01,690364.6886954223,33.94856348441485
2011-03-01,-0.010008103256206347,-0.009254821126808196
2011-04-01,90.20513854235469,3.465819098478583
2011-05-01,-0.009998513065081949,-0.009233570837814516
2011-06-01,-0.010000000163468768,-0.009999986606039549
2011-07-01,-0.009447067655366516,0.3506079829436451
2011-08-01,-9896817225.37289,36.93074846443126
2011-09-01,-0.00999999997378655,-0.010000000082202053
2011-10-01,2687560.3585041407,3.3262758248117295
2011-11-01,-0.00998319559053888,-0.00978542850757706
2011-12-01,257071.24929486337,570.1315672135869
2012-01-01,1664539.8017833,1991.7209812445735
2012-02-01,807651.3071805093,4321.954183781897
2012-03-01,0.5574038123598384,0.25442238401576156
2012-04-01,-0.009999999999973991,-0.009999993664966627
2012-05-01,-0.0065213821640742915,-0.00999972366019122
2012-06-01,3.5178025169818956,0.18180525080439205
2012-07-01,12.294598223094873,910.988167925304
2012-08-01,188103.79710827328,12.407404079856763
2012-09-01,664733.71002298,308.31389219564
2012-10-01,11856.071714093243,32012.25931552124
2012-11-01,-0.009995532027322227,-0.010000000000001263
2012-12-01,292119.76882956584,3.5456966583024325
2013-01-01,6515930.855713461,15.416720255320758
2013-02-01,-0.009509646270188694,0.016194060945750946
2013-03-01,1253.3574894179508,0.0198891865778512
2013-04-01,1.5230618211768945,3.0857915569642116
2013-05-01,18115.456328343163,1.6990837323033277
2013-06-01,-0.010000000082777348,-0.010000000000968004
2013-07-01,1305217.0255091188,6683.611867755785
2013-08-01,-0.009617846895205392,-0.009613730599870219
2013-09-01,249.05961502015813,-0.00402518713855168
2013-10-01,105358.68545377912,111.82044036804267
2013-11-01,0.7381063127293954,0.07462592282151088
2013-12-01,502.93556392951155,27.1429219084229
2014-01-01,0.15975227825945137,-0.002358218196156181
2014-02-01,160.41554192271175,1.495512121368035
2014-03-01,0.1411785979708381,-0.0006645454834295128
2014-04-01,0.08610962806139513,2.2729106605807234
2014-05-01,0.01997315258679609,0.005012892463619019
2014-06-01,11336.55201160591,0.6824409936906676
2014-07-01,-0.010001860062242058,0.020502734744935656
2014-08-01,-0.00756332272210784,-0.009970197168781258
2014-09-01,-0.009999107998752182,-0.009984288443185914
2014-10-01,-0.009977602494210714,-0.009811780036040033
2014-11-01,-0.009999999999565794,-0.009996534432516701
2014-12-01,-0.00999999964040572,-0.010000007371727038
2015-01-01,-0.009999999999999992,-0.009996752448684509
2015-02-01,19398359.74176628,87.42433095526519
2015-03-01,-0.01000000000003153,-0.009996048511362382
2015-04-01,1038.6141667150268,0.9691869804946197
2015-05-01,15.145635893258163,-0.009053738936849043
2015-06-01,-0.010001273620983454,-0.009989444626726322
2015-07-01,-0.009999998440268342,-0.00993376100641142
2015-08-01,-0.010047851131840937,-0.010000000000047143
2015-09-01,-0.014727587274350938,0.23479920666414106
2015-10-01,792675.0104891382,23.95312692040504
2015-11-01,-0.010020344114129054,0.2949041633233009
2015-12-01,-1.6526792195688202,-0.0099999999943626
2016-01-01,0.00672667430180395,-0.009999600072666955
2016-02-01,-0.009788978650443687,-0.009999999999999443
2016-03-01,10247432549422.82,16220338.011028126
2016-04-01,1257849.6851687764,146.6138021577322
2016-05-01,-0.010000006492631002,-0.009997951092676895
2016-06-01,-0.010000406622774807,-0.009992331049798114
2016-07-01,68569689.5185495,1441.8566454978147
2016-08-01,5765816.815582227,18.150763507308266
2016-09-01,-0.0033489676298473657,-0.00967232087982767
2016-10-01,21284.363420266374,67.79315670605892
2016-11-01,-0.010139838506459484,0.26954585460805575
2016-12-01,1289343.0977564713,30.318509423833333
2017-01-01,7063.938007240597,0.025371571677406245
2017-02-01,49.0056339309717,0.1476668400421574
2017-03-01,-0.009999999945861626,-0.008467570237808269
2017-04-01,-0.0007786817227511411,0.01606720569760354
2017-05-01,5.357232652325072,3.2610441478217775
2017-06-01,0.028489855551578416,0.38277541411566374
2017-07-01,4.377227761327204,4.4523096715694965
2017-08-01,-0.009999999999999992,-0.009999999598035604
2017-09-01,97.84071713369967,0.3965343159746487
2017-10-01,7.307424661746428,4.553532509763238
2017-11-01,-0.010000002961890166,-0.009995347006556264
2017-12-01,0.028184421644853002,0.7894225477297857
2018-01-01,84328.08829134254,3.3845796875528746
2018-02-01,-0.009999999981507877,-0.009999578688771662
2018-03-01,-0.009999999999999032,-0.009999999999999865
2018-04-01,10823.506631007294,0.9511923415512115
2018-05-01,-0.011567594116426898,-0.009597595494221255
2018-06-01,6913.483261192168,-0.009995272658394649
2018-07-01,30.892535140234795,224.89653613016029
2018-08-01,0.009351764117072336,-0.009966580586193916
2018-09-01,80.04303613430376,7.316466633198237
2018-10-01,-0.010000002532156266,-0.009999557631572804
2018-11-01,-0.010053474447230887,-0.009999999872894868
2018-12-01,-0.010081790112208661,-0.010000000536913847
2019-01-01,5826703500.466173,987.570703508442
2019-02-01,1619.4124888345134,2.937049520132784
2019-03-01,-0.009997185467290514,0.052506851785473936
2019-04-01,48135.22242605705,510.7808394071016
2019-05-01,-0.010000000001236981,-0.010000000001843382
2019-06-01,4855.453458399155,57.44018517594353
2019-07-01,16.673758711908544,5.571062153206757
2019-08-01,-0.009999994174688255,-0.01
2019-09-01,-0.0023988957468140705,-0.0011156610001042933
